# CRC MEDLANKY DEFAULT (Data loaded from a file)
# 727 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (22,9 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.64,1.783,10.967,43.216,10.973,43.242,0.062,0,0.062,0,0.383,1.509,49.217,16.501,9.809,24.007,0,0,0,1041,350,0.028,8.529e-4,NaN,443,NaN,0.036,5.643e5,55.402,0.185,0.542,0.67,0.279,0.142,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,63,30,88.006,0,4.973,13.038,977.9,339.2,0.01,0.012
0.65,1.894,11.403,43.651,11.41,43.677,0.066,0,0.066,0,0.398,1.524,49.217,16.501,9.809,23.147,0,0,0,1040,350,0.028,8.527e-4,NaN,443,NaN,0.037,5.823e5,55.827,0.199,0.54,0.676,0.277,0.143,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,63,30,88.006,0,4.948,13.038,977.8,339.2,0.01,0.012
0.66,2.011,11.846,44.25,11.853,44.277,0.07,0,0.07,0,0.414,1.545,49.217,16.501,9.809,22.46,0,0,0,1039,349,0.028,8.525e-4,NaN,443,NaN,0.038,6.015e5,56.421,0.213,0.538,0.679,0.275,0.143,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,63,30,88.006,0,4.968,13.037,977.8,339.199,0.01,0.012
0.67,2.131,12.289,44.383,12.297,44.41,0.074,0,0.074,0,0.429,1.55,49.217,16.501,9.809,21.772,0,0,0,1039,348,0.028,8.523e-4,NaN,443,NaN,0.04,6.209e5,56.529,0.228,0.537,0.681,0.274,0.143,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,63,30,88.006,0,4.987,13.036,977.8,339.199,0.01,0.012
0.68,2.256,12.727,43.83,12.735,43.856,0.079,0,0.079,0,0.444,1.531,49.217,16.501,9.809,21.199,0,0,0,1038,347,0.028,8.522e-4,NaN,443,NaN,0.041,6.401e5,55.926,0.243,0.535,0.683,0.272,0.143,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,63,30,88.006,0,5.007,13.035,977.8,339.198,0.01,0.012
0.69,2.386,13.159,43.206,13.167,43.232,0.083,0,0.083,0,0.46,1.509,49.217,16.501,9.809,20.626,0,0,0,1037,346,0.028,8.52e-4,NaN,443,NaN,0.042,6.591e5,55.251,0.258,0.534,0.684,0.27,0.143,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,63,30,88.006,0,5.026,13.034,977.8,339.198,0.01,0.012
# Event LAUNCHROD occurred at t=0.7 seconds
0.7,2.52,13.593,43.403,13.601,43.429,0.088,0,0.088,0,0.475,1.516,49.217,16.501,9.809,20.111,0,0,0,1036,346,0.028,8.518e-4,NaN,443,NaN,0.043,6.782e5,55.428,0.273,0.532,0.685,0.269,0.143,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,63,30,88.006,0,5.045,13.034,977.8,339.197,0.01,0.012
0.711,2.674,14.088,44.356,14.096,44.366,0.093,0,0.093,1.996e-6,0.464,0.945,49.217,16.501,9.809,19.309,0,4.125,1.477e-4,1035,345,0.028,8.516e-4,504,442,0.98,0.045,6.993e5,56.294,0.291,0.531,0.686,0.267,0.144,0.12,6.963,6.819,3.573e-4,0,0,0,0,0.002,0.001,63,30,87.949,-5.522e-6,5.043,13.033,977.8,339.197,0.011,0.013
0.722,2.827,14.564,44.675,14.571,44.684,0.098,1.225e-8,0.098,7.156e-6,0.454,0.905,49.217,16.501,9.809,18.564,0,8.193,-1.894e-4,1034,344,0.028,8.514e-4,505,442,0.999,0.046,7.196e5,56.592,0.309,0.529,0.686,0.265,0.144,0.12,6.647,6.632,-3.449e-4,0,0,0,0,0.009,0.001,63,30,87.892,-7.076e-6,5.041,13.032,977.7,339.196,0.011,0.013
0.732,2.98,15.021,44.172,15.028,44.18,0.103,2.632e-8,0.103,1.467e-5,0.445,0.847,49.217,16.501,9.809,17.876,-4.478e-7,12.204,-2.03e-4,1034,343,0.028,8.512e-4,506,442,1.019,0.047,7.392e5,56.041,0.325,0.528,0.686,0.264,0.144,0.12,6.343,6.443,1.925e-4,0,0,0,0,0.018,0.001,63,30,87.834,-1.977e-5,5.039,13.031,977.7,339.195,0.01,0.013
0.742,3.134,15.466,44.082,15.472,44.088,0.107,4.489e-8,0.107,2.398e-5,0.437,0.729,49.217,16.501,9.809,17.131,0,16.272,1.051e-4,1033,342,0.028,8.51e-4,508,442,1.038,0.048,7.584e5,55.918,0.342,0.527,0.685,0.262,0.144,0.12,6.048,6.249,-1.408e-4,0,0,0,0,0.031,0.001,63,30,87.663,-3.309e-5,5.037,13.03,977.7,339.195,0.01,0.013
0.752,3.289,15.908,44.732,15.913,44.735,0.112,6.756e-8,0.112,3.471e-5,0.431,0.533,49.217,16.501,9.809,16.444,0,20.283,2.752e-5,1032,341,0.028,8.508e-4,509,442,1.058,0.05,7.775e5,56.56,0.358,0.526,0.683,0.261,0.144,0.12,5.754,6.045,4.779e-4,0,0,0,0,0.046,0.002,63,30,87.491,-5.623e-5,5.034,13.029,977.7,339.194,0.01,0.013
0.762,3.445,16.351,45.676,16.356,45.677,0.116,9.395e-8,0.116,4.654e-5,0.427,0.27,49.217,16.501,9.809,15.699,9.5e-7,24.351,1.737e-4,1031,341,0.028,8.506e-4,510,442,1.08,0.051,7.967e5,57.506,0.374,0.525,0.679,0.26,0.144,0.12,5.455,5.828,1.289e-4,0,0,0,0,0.062,0.002,63,30,87.261,-6.474e-5,5.025,13.028,977.7,339.194,0.01,0.013
0.771,3.604,16.796,46.452,16.802,46.452,0.12,1.239e-7,0.12,5.924e-5,0.426,0.035,49.217,16.501,9.809,14.954,4.887e-7,28.361,1.758e-4,1030,340,0.028,8.504e-4,511,442,1.102,0.052,8.162e5,58.277,0.39,0.524,0.674,0.259,0.145,0.12,5.158,5.601,5.658e-5,0,0,0,0,0.081,0.002,63,30,87.032,-7.38e-5,5.016,13.027,977.6,339.193,0.01,0.013
0.781,3.766,17.236,46.258,17.241,46.26,0.124,1.573e-7,0.124,7.277e-5,0.428,0.34,49.217,16.501,9.809,14.209,0,32.372,-7.85e-5,1029,339,0.028,8.502e-4,513,442,1.124,0.053,8.354e5,58.051,0.405,0.522,0.668,0.257,0.145,0.12,4.864,5.367,-4.032e-4,0,0,0,0,0.1,0.002,63,30,86.746,-6.939e-5,5.007,13.026,977.6,339.192,0.01,0.014
0.79,3.931,17.666,45.521,17.672,45.525,0.128,1.941e-7,0.128,8.692e-5,0.432,0.656,49.217,16.501,9.809,13.465,-5.821e-7,36.383,-2.599e-4,1029,338,0.028,8.5e-4,514,442,1.147,0.054,8.543e5,57.266,0.419,0.521,0.661,0.256,0.145,0.12,4.575,5.125,-1.814e-4,0,0,0,0,0.121,0.002,63,30,86.402,-6.136e-5,4.999,13.024,977.6,339.192,0.009,0.014
0.8,4.1,18.091,44.918,18.097,44.93,0.132,2.345e-7,0.132,1.018e-4,0.44,1.024,49.217,16.501,9.809,12.72,-5.559e-7,40.336,-2.836e-4,1028,337,0.028,8.498e-4,515,442,1.17,0.056,8.731e5,56.625,0.432,0.52,0.652,0.255,0.145,0.12,4.287,4.874,-1.8e-4,0,0,0,0,0.143,0.002,63,30,86.058,-4.934e-5,4.99,13.023,977.6,339.191,0.009,0.014
0.809,4.275,18.523,45.25,18.528,45.275,0.136,2.79e-7,0.136,1.173e-4,0.452,1.496,49.217,16.501,9.809,12.032,-9.087e-7,44.347,-2.649e-4,1027,337,0.028,8.497e-4,517,441,1.194,0.057,8.924e5,56.951,0.445,0.52,0.643,0.254,0.145,0.12,4.01,4.622,-1.291e-4,0,0,0,0,0.165,0.002,63,30,85.657,-2.955e-5,4.994,13.022,977.6,339.19,0.01,0.014
0.819,4.455,18.97,46.489,18.975,46.537,0.141,3.279e-7,0.141,1.336e-4,0.47,2.103,49.217,16.501,9.809,11.287,-6.383e-7,48.3,-4.832e-4,1026,336,0.028,8.495e-4,518,441,1.219,0.058,9.125e5,58.216,0.458,0.519,0.633,0.253,0.145,0.12,3.728,4.356,-1.574e-4,0,0,0,0,0.188,0.002,63,30,85.199,-6.761e-6,4.999,13.021,977.5,339.19,0.01,0.014
0.829,4.642,19.428,46.985,19.434,47.064,0.145,3.821e-7,0.145,1.506e-4,0.494,2.721,49.217,16.501,9.809,10.485,0,52.254,-3.277e-4,1026,335,0.028,8.493e-4,520,441,1.245,0.06,9.332e5,58.722,0.47,0.518,0.622,0.252,0.145,0.12,3.442,4.074,-3.825e-4,0,0,0,0,0.21,0.002,63,30,84.683,2.542e-5,5.004,13.02,977.5,339.189,0.01,0.014
0.839,4.838,19.893,46.74,19.9,46.859,0.15,4.426e-7,0.15,1.686e-4,0.524,3.342,49.217,16.501,9.809,9.683,0,56.207,2.07e-4,1025,334,0.028,8.491e-4,521,441,1.272,0.061,9.544e5,58.474,0.483,0.517,0.61,0.251,0.146,0.12,3.15,3.776,4.184e-4,0,0,0,0,0.232,0.002,63,30,84.168,3.382e-5,5.008,13.019,977.5,339.188,0.01,0.014
0.849,5.045,20.371,46.439,20.378,46.614,0.156,5.11e-7,0.156,1.876e-4,0.561,4.03,49.217,16.501,9.809,8.881,-2.037e-6,60.103,-2.634e-4,1024,333,0.028,8.489e-4,523,441,1.302,0.062,9.762e5,58.181,0.495,0.516,0.598,0.249,0.146,0.121,2.851,3.458,2.498e-4,0,0,0,0,0.254,0.002,63,30,83.537,3.34e-5,5.013,13.017,977.5,339.187,0.01,0.015
0.86,5.266,20.867,46.316,20.876,46.57,0.162,5.893e-7,0.162,2.08e-4,0.609,4.858,49.217,16.501,9.809,7.907,0,63.999,-1.527e-4,1023,332,0.028,8.487e-4,525,441,1.338,0.064,9.984e5,58.09,0.505,0.515,0.584,0.248,0.146,0.121,2.506,3.077,-1.066e-4,0,0,0,0,0.275,0.002,63,30,82.907,4.812e-5,4.979,13.016,977.4,339.186,0.011,0.015
0.871,5.509,21.408,46.955,21.418,47.326,0.17,6.823e-7,0.17,2.304e-4,0.671,5.921,49.217,16.501,9.809,6.818,2.502e-6,67.838,3.274e-4,1022,331,0.028,8.484e-4,528,441,1.378,0.065,1.023e6,58.807,0.516,0.514,0.568,0.247,0.146,0.121,2.138,2.651,1.469e-4,0,0,0,0,0.294,0.002,63,30,82.162,6.348e-5,4.937,13.014,977.4,339.185,0.012,0.015
0.884,5.785,22.022,48.221,22.035,48.767,0.179,7.974e-7,0.179,2.557e-4,0.756,7.277,49.217,16.501,9.809,5.615,2.469e-6,71.562,-5.308e-5,1021,330,0.028,8.482e-4,530,441,1.424,0.067,1.051e6,60.209,0.529,0.513,0.552,0.246,0.146,0.121,1.741,2.168,2.496e-4,0,0,0,0,0.31,0.002,63,30,81.245,7.03e-5,4.892,13.012,977.4,339.184,0.013,0.015
0.899,6.115,22.731,48.051,22.748,48.834,0.191,9.491e-7,0.191,2.852e-4,0.874,8.709,49.217,16.501,9.809,4.297,6.314e-6,75.115,8.039e-4,1020,329,0.028,8.479e-4,534,441,1.478,0.069,1.083e6,60.186,0.546,0.511,0.536,0.244,0.146,0.121,1.298,1.597,-3.14e-4,0,0,0,0,0.322,0.002,63,30,80.157,6.222e-5,4.839,13.01,977.3,339.183,0.015,0.015
0.917,6.551,23.615,46.89,23.639,48.028,0.209,1.175e-6,0.209,3.226e-4,1.052,10.393,49.217,16.501,9.809,2.75,-1.034e-5,78.438,9.792e-4,1018,327,0.028,8.475e-4,537,440,1.542,0.072,1.125e6,59.243,0.572,0.51,0.521,0.243,0.147,0.121,0.827,0.95,-1.927e-4,0,0,0,0,0.325,0.002,63,30,78.724,2.884e-5,4.86,13.007,977.3,339.181,0.019,0.015
0.946,7.236,24.934,46.479,24.973,48.345,0.243,1.593e-6,0.243,3.756e-4,1.387,13.302,49.217,16.501,9.809,0.63,1.446e-5,80.443,0.009,1016,325,0.028,8.469e-4,543,440,1.637,0.076,1.188e6,59.36,0.623,0.508,0.508,0.24,0.147,0.121,0.184,-0.005,-3.629e-5,0,0,0,0,0.307,0.002,63,30,76.49,-5.241e-5,4.903,13.003,977.2,339.179,0.028,0.015
0.983,8.198,26.659,45.694,26.731,48.853,0.305,2.304e-6,0.305,4.329e-4,1.959,17.281,49.217,16.501,9.809,2.12,1.067e-5,-76.318,0.002,1012,322,0.027,8.462e-4,539,440,1.58,0.081,1.271e6,59.56,0.718,0.505,0.512,0.237,0.147,0.121,0.622,1.224,8.881e-5,0,0,0,0,-0.241,0.003,63,30,73.51,-1.195e-4,4.855,12.997,977.1,339.175,0.037,0.016
1.001,8.673,27.453,44.9,27.547,48.77,0.342,2.707e-6,0.342,4.534e-4,2.278,19.04,49.217,16.501,9.809,3.266,6.033e-7,-71.276,0.002,1011,320,0.027,8.458e-4,536,440,1.536,0.084,1.31e6,59.31,0.773,0.504,0.518,0.235,0.148,0.121,0.976,1.697,-7.366e-5,0,0,0,0,-0.198,0.003,63,30,72.25,-1.216e-4,4.828,12.994,977,339.173,0.018,0.016
1.013,9.006,28.003,45.546,28.116,49.962,0.371,3.013e-6,0.371,4.656e-4,2.518,20.538,49.217,16.501,9.809,3.896,-1.5e-5,-66.864,0.003,1010,319,0.027,8.456e-4,535,439,1.513,0.085,1.338e6,60.405,0.813,0.503,0.523,0.234,0.148,0.121,1.177,1.948,3.42e-4,0,0,0,0,-0.167,0.003,63,30,71.391,-1.141e-4,4.831,12.991,977,339.172,0.012,0.016
1.023,9.29,28.462,45.549,28.592,50.4,0.397,3.291e-6,0.397,4.748e-4,2.73,21.573,49.217,16.501,9.809,4.354,-7.758e-7,-62.567,0.002,1009,318,0.027,8.454e-4,534,439,1.496,0.087,1.361e6,60.752,0.848,0.503,0.527,0.234,0.148,0.121,1.329,2.129,4.112e-4,0,0,0,0,-0.141,0.003,63,30,70.76,-1.135e-4,4.834,12.99,977,339.171,0.01,0.016
1.031,9.544,28.864,45.218,29.012,50.429,0.422,3.555e-6,0.422,4.824e-4,2.925,22.324,49.217,16.501,9.809,4.756,-1.092e-6,-58.384,0.001,1008,318,0.027,8.452e-4,533,439,1.483,0.088,1.381e6,60.697,0.879,0.502,0.531,0.233,0.148,0.121,1.448,2.267,2.238e-4,0,0,0,0,-0.12,0.003,63,30,70.187,-1.128e-4,4.836,12.988,976.9,339.17,0.009,0.016
1.04,9.779,29.225,44.468,29.389,49.969,0.447,3.812e-6,0.447,4.89e-4,3.106,22.794,49.217,16.501,9.809,5.042,-2.081e-6,-54.202,7.976e-4,1007,317,0.027,8.45e-4,532,439,1.473,0.089,1.399e6,60.155,0.907,0.502,0.533,0.232,0.148,0.121,1.545,2.376,-4.021e-4,0,0,0,0,-0.1,0.003,63,30,69.729,-1.125e-4,4.838,12.986,976.9,339.169,0.008,0.016
1.047,10,29.557,44.145,29.739,49.925,0.471,4.065e-6,0.471,4.949e-4,3.28,23.317,49.217,16.501,9.809,5.271,-6.492e-7,-50.077,5.651e-4,1007,316,0.027,8.449e-4,531,439,1.465,0.09,1.416e6,60.041,0.933,0.501,0.536,0.232,0.148,0.121,1.624,2.463,1.439e-4,0,0,0,0,-0.084,0.003,63,30,69.385,-1.154e-4,4.84,12.985,976.9,339.168,0.008,0.017
1.054,10.21,29.87,44.103,30.068,50.15,0.494,4.316e-6,0.494,5.002e-4,3.447,23.874,49.217,16.501,9.809,5.5,1.605e-6,-46.009,2.021e-4,1006,316,0.027,8.447e-4,531,439,1.458,0.091,1.432e6,60.206,0.957,0.501,0.538,0.231,0.148,0.121,1.692,2.537,3.695e-4,0,0,0,0,-0.069,0.003,63,30,69.041,-1.186e-4,4.832,12.984,976.9,339.167,0.007,0.017
1.061,10.411,30.168,44.41,30.384,50.721,0.518,4.568e-6,0.518,5.052e-4,3.61,24.502,49.217,16.501,9.809,5.672,-1.623e-6,-41.883,8.875e-4,1006,315,0.027,8.446e-4,530,439,1.453,0.092,1.447e6,60.726,0.981,0.5,0.539,0.231,0.148,0.121,1.751,2.599,-2.313e-4,0,0,0,0,-0.056,0.003,63,30,68.755,-1.208e-4,4.82,12.982,976.8,339.166,0.007,0.017
1.067,10.606,30.454,44.511,30.687,51.046,0.542,4.821e-6,0.542,5.099e-4,3.769,24.989,49.217,16.501,9.809,5.787,-1.239e-6,-37.815,4.866e-4,1005,314,0.027,8.444e-4,530,439,1.449,0.093,1.462e6,61.003,1.003,0.5,0.541,0.23,0.148,0.121,1.797,2.648,8.41e-5,0,0,0,0,-0.045,0.003,63,30,68.468,-1.231e-4,4.807,12.981,976.8,339.165,0.006,0.017
1.073,10.794,30.728,44.382,30.978,51.1,0.565,5.075e-6,0.565,5.143e-4,3.924,25.328,49.217,16.501,9.809,5.901,-1.173e-6,-33.747,9.551e-4,1004,314,0.027,8.443e-4,530,439,1.446,0.094,1.476e6,61.009,1.024,0.5,0.541,0.23,0.149,0.121,1.832,2.685,1.857e-4,0,0,0,0,-0.035,0.003,63,30,68.239,-1.245e-4,4.796,12.98,976.8,339.165,0.006,0.017
1.079,10.978,30.993,44.29,31.26,51.17,0.589,5.333e-6,0.589,5.185e-4,4.076,25.628,49.217,16.501,9.809,5.959,0,-29.679,2.263e-4,1004,313,0.027,8.442e-4,530,439,1.444,0.095,1.489e6,61.036,1.044,0.499,0.542,0.23,0.149,0.121,1.858,2.71,2.566e-4,0,0,0,0,-0.027,0.003,63,30,68.067,-1.243e-4,4.784,12.979,976.8,339.164,0.006,0.017
1.085,11.159,31.25,44.231,31.534,51.251,0.613,5.595e-6,0.613,5.226e-4,4.225,25.89,49.217,16.501,9.809,6.016,-9.752e-7,-25.669,6.045e-4,1003,313,0.027,8.441e-4,530,439,1.443,0.096,1.502e6,61.078,1.063,0.499,0.542,0.229,0.149,0.121,1.875,2.725,2.273e-4,0,0,0,0,-0.019,0.003,63,30,67.895,-1.247e-4,4.773,12.977,976.8,339.163,0.006,0.018
1.091,11.337,31.502,44.418,31.804,51.573,0.638,5.861e-6,0.638,5.266e-4,4.373,26.207,49.217,16.501,9.809,6.073,-5.953e-7,-21.601,0.001,1003,312,0.027,8.44e-4,529,439,1.443,0.097,1.515e6,61.37,1.081,0.499,0.542,0.229,0.149,0.121,1.884,2.732,-3.497e-4,0,0,0,0,-0.014,0.003,63,30,67.781,-1.204e-4,4.762,12.976,976.7,339.163,0.006,0.018
1.096,11.512,31.75,44.725,32.07,52,0.662,6.134e-6,0.662,5.305e-4,4.52,26.528,49.217,16.501,9.809,6.073,-1.15e-6,-17.59,0.001,1002,312,0.027,8.438e-4,529,438,1.444,0.098,1.528e6,61.771,1.099,0.499,0.542,0.228,0.149,0.121,1.884,2.73,4.556e-4,0,0,0,0,-0.009,0.003,63,30,67.666,-1.101e-4,4.752,12.975,976.7,339.162,0.006,0.018
1.102,11.686,31.996,44.964,32.335,52.331,0.688,6.413e-6,0.688,5.345e-4,4.666,26.773,49.217,16.501,9.809,6.016,-1.505e-6,-13.522,0.002,1002,311,0.027,8.437e-4,530,438,1.446,0.098,1.541e6,62.08,1.116,0.498,0.541,0.228,0.149,0.121,1.874,2.716,2.793e-4,0,0,0,0,-0.005,0.003,63,30,67.552,-1.026e-4,4.748,12.974,976.7,339.161,0.005,0.018
1.107,11.86,32.24,45.163,32.597,52.59,0.713,6.701e-6,0.713,5.384e-4,4.811,26.945,49.217,16.501,9.809,5.959,-5.503e-7,-9.511,0.001,1001,311,0.027,8.436e-4,530,438,1.45,0.099,1.554e6,62.319,1.132,0.498,0.54,0.228,0.149,0.121,1.851,2.686,3.067e-4,0,0,0,0,-0.003,0.003,63,30,67.494,-9.185e-5,4.756,12.973,976.7,339.16,0.005,0.018
1.113,12.034,32.482,45.087,32.858,52.533,0.739,6.999e-6,0.739,5.424e-4,4.956,26.961,49.217,16.501,9.809,5.844,-3.658e-7,-5.5,9.477e-4,1001,310,0.027,8.435e-4,530,438,1.454,0.1,1.566e6,62.245,1.148,0.498,0.539,0.227,0.149,0.121,1.821,2.649,-1.797e-4,0,0,0,0,-8.314e-4,0.003,63,30,67.494,-7.798e-5,4.764,12.972,976.7,339.16,0.005,0.018
1.118,12.208,32.721,44.559,33.116,51.971,0.766,7.308e-6,0.766,5.464e-4,5.099,26.748,49.217,16.501,9.809,5.787,-3.837e-7,-1.547,5.673e-4,1000,310,0.027,8.434e-4,530,438,1.459,0.101,1.579e6,61.663,1.163,0.497,0.537,0.227,0.149,0.121,1.784,2.604,-1.045e-4,0,0,0,0,-6.227e-5,0.003,63,30,67.437,-6.354e-5,4.771,12.971,976.6,339.159,0.005,0.019
1.123,12.384,32.958,44.2,33.372,51.568,0.794,7.631e-6,0.794,5.506e-4,5.242,26.564,49.217,16.501,9.809,5.615,-5.535e-7,2.464,4.091e-4,1000,310,0.027,8.433e-4,530,438,1.465,0.102,1.591e6,61.246,1.177,0.497,0.535,0.227,0.149,0.121,1.742,2.552,-6.53e-5,0,0,0,0,1.61e-4,0.003,63,30,67.437,-4.984e-5,4.779,12.97,976.6,339.158,0.005,0.019
1.129,12.562,33.197,44.449,33.631,51.795,0.823,7.969e-6,0.823,5.55e-4,5.385,26.589,49.217,16.501,9.809,5.5,-4.694e-7,6.474,7.809e-4,1000,309,0.027,8.432e-4,531,438,1.472,0.102,1.604e6,61.47,1.192,0.497,0.533,0.226,0.149,0.121,1.693,2.49,-1.936e-5,0,0,0,0,0.001,0.003,63,30,67.494,-3.531e-5,4.787,12.968,976.6,339.158,0.005,0.019
1.134,12.743,33.439,44.719,33.893,52.021,0.852,8.324e-6,0.852,5.596e-4,5.53,26.58,49.217,16.501,9.809,5.329,0,10.428,0.001,999,309,0.027,8.43e-4,531,438,1.479,0.103,1.617e6,61.697,1.206,0.497,0.531,0.226,0.149,0.121,1.637,2.419,1.683e-6,0,0,0,0,0.003,0.003,63,30,67.552,-1.973e-5,4.795,12.967,976.6,339.157,0.005,0.019
1.14,12.928,33.685,44.776,34.16,51.998,0.883,8.699e-6,0.883,5.645e-4,5.675,26.437,49.217,16.501,9.809,5.099,-5.257e-7,14.381,0.002,999,308,0.027,8.429e-4,532,438,1.487,0.104,1.63e6,61.676,1.22,0.496,0.529,0.226,0.149,0.121,1.575,2.337,-4.106e-4,0,0,0,0,0.005,0.003,63,30,67.609,-1.267e-6,4.803,12.966,976.5,339.156,0.005,0.019
1.145,13.117,33.936,44.841,34.432,51.959,0.915,9.099e-6,0.915,5.696e-4,5.823,26.249,49.217,16.501,9.809,4.927,-6.463e-7,18.335,0.001,998,308,0.027,8.428e-4,532,438,1.496,0.105,1.643e6,61.642,1.233,0.496,0.526,0.225,0.149,0.121,1.506,2.246,-2.397e-4,0,0,0,0,0.008,0.003,63,30,67.666,2.165e-5,4.812,12.965,976.5,339.156,0.006,0.02
1.151,13.312,34.194,45.07,34.712,52.072,0.949,9.526e-6,0.949,5.752e-4,5.973,26.081,49.217,16.501,9.809,4.698,0,22.288,8.136e-4,998,307,0.027,8.427e-4,533,438,1.506,0.106,1.656e6,61.766,1.247,0.496,0.523,0.225,0.149,0.121,1.431,2.143,-1.97e-4,0,0,0,0,0.012,0.003,63,30,67.781,4.43e-5,4.818,12.963,976.5,339.155,0.006,0.02
1.157,13.515,34.462,45.358,35.002,52.229,0.985,9.987e-6,0.985,5.81e-4,6.127,25.895,49.217,16.501,9.809,4.469,5.787e-7,26.241,0.001,997,307,0.027,8.426e-4,533,438,1.517,0.107,1.67e6,61.936,1.262,0.496,0.521,0.225,0.149,0.121,1.354,2.037,3.625e-4,0,0,0,0,0.016,0.003,63,30,67.953,6.772e-5,4.812,12.962,976.5,339.154,0.006,0.02
1.163,13.726,34.741,45.738,35.304,52.456,1.023,1.049e-5,1.023,5.873e-4,6.285,25.684,49.217,16.501,9.809,4.183,1.597e-6,30.138,0.001,996,306,0.027,8.424e-4,534,438,1.528,0.108,1.684e6,62.18,1.276,0.495,0.518,0.224,0.15,0.122,1.268,1.916,2.02e-4,0,0,0,0,0.021,0.003,63,30,68.125,8.915e-5,4.807,12.961,976.5,339.153,0.006,0.02
1.169,13.949,35.034,46.134,35.623,52.669,1.063,1.104e-5,1.063,5.947e-4,6.448,25.411,49.217,16.501,9.809,3.896,-4.761e-7,34.034,0.001,996,305,0.027,8.423e-4,535,438,1.541,0.108,1.7e6,62.414,1.291,0.495,0.515,0.224,0.15,0.122,1.172,1.78,3.357e-4,0,0,0,0,0.027,0.003,63,30,68.297,1.145e-4,4.801,12.959,976.4,339.152,0.006,0.02
1.176,14.186,35.345,46.158,35.959,52.451,1.107,1.165e-5,1.107,6.028e-4,6.617,24.909,49.217,16.501,9.809,3.552,-2.047e-6,37.93,5.044e-4,995,305,0.027,8.422e-4,536,438,1.556,0.11,1.715e6,62.222,1.308,0.495,0.512,0.224,0.15,0.122,1.066,1.626,4.715e-4,0,0,0,0,0.033,0.004,63,30,68.583,1.451e-4,4.795,12.958,976.4,339.151,0.007,0.021
1.183,14.444,35.679,46.192,36.32,52.201,1.156,1.234e-5,1.156,6.113e-4,6.796,24.316,49.217,16.501,9.809,3.151,-5.844e-7,41.711,1.992e-4,995,304,0.027,8.42e-4,537,438,1.573,0.111,1.733e6,62.004,1.327,0.495,0.509,0.224,0.15,0.122,0.946,1.449,-4.347e-5,0,0,0,0,0.039,0.004,63,30,68.87,1.748e-4,4.788,12.956,976.4,339.15,0.007,0.021
1.191,14.729,36.048,46.505,36.719,52.199,1.211,1.314e-5,1.211,6.217e-4,6.987,23.708,49.217,16.501,9.809,2.693,6.635e-6,45.493,0.001,994,303,0.027,8.418e-4,538,437,1.592,0.112,1.751e6,62.041,1.347,0.495,0.506,0.224,0.15,0.122,0.81,1.244,-3.329e-4,0,0,0,0,0.045,0.004,63,30,69.213,2.081e-4,4.781,12.954,976.3,339.149,0.008,0.021
1.2,15.058,36.471,46.815,37.175,52.126,1.275,1.412e-5,1.275,6.343e-4,7.198,22.922,49.217,16.501,9.809,2.177,-4.379e-6,49.16,-4.909e-4,993,303,0.027,8.417e-4,539,437,1.616,0.113,1.773e6,62.016,1.371,0.496,0.502,0.224,0.15,0.122,0.649,0.997,-4.667e-4,0,0,0,0,0.051,0.004,63,30,69.614,2.608e-4,4.775,12.952,976.3,339.148,0.009,0.021
